name,acronym,id,structure_id_path,parent_structure_id
Rostroventrolateral reticular nucleus,RVL,2469,/997/8/343/1065/354/370/2469/,370
Sagulum nucleus,Sag,271,/997/8/343/313/339/271/,339
Scaphoid thalamic nucleus,Sc,2117,/997/8/343/1129/549/864/2117/,864
"Secondary Visual Cortex, Medial area",V2M,2096,/997/8/567/688/695/315/669/2096/,669
"Secondary auditory cortex, dorsal area",AuD,1011,/997/8/567/688/695/315/247/1011/,247
"Secondary auditory cortex, dorsal area, layer 1",AuD-1,527,/997/8/567/688/695/315/247/1011/527/,1011
"Secondary auditory cortex, dorsal area, layer 2/3",AuD-2/3,600,/997/8/567/688/695/315/247/1011/600/,1011
"Secondary auditory cortex, dorsal area, layer 4",AuD-4,678,/997/8/567/688/695/315/247/1011/678/,1011
"Secondary auditory cortex, dorsal area, layer 5",AuD-5,252,/997/8/567/688/695/315/247/1011/252/,1011
"Secondary auditory cortex, dorsal area, layer 6a",AuD-6a,156,/997/8/567/688/695/315/247/1011/156/,1011
"Secondary auditory cortex, dorsal area, layer 6b",AuD-16b,243,/997/8/567/688/695/315/247/1011/243/,1011
"Secondary auditory cortex, ventral area",AuV,1018,/997/8/567/688/695/315/247/1018/,247
"Secondary auditory cortex, ventral area, layer 1",AuV-1,959,/997/8/567/688/695/315/247/1018/959/,1018
"Secondary auditory cortex, ventral area, layer 2/3",AuV-2/3,755,/997/8/567/688/695/315/247/1018/755/,1018
"Secondary auditory cortex, ventral area, layer 4",AuV-4,990,/997/8/567/688/695/315/247/1018/990/,1018
"Secondary auditory cortex, ventral area, layer 5",AuV-5,1023,/997/8/567/688/695/315/247/1018/1023/,1018
"Secondary auditory cortex, ventral area, layer 6a",AuV-6a,520,/997/8/567/688/695/315/247/1018/520/,1018
"Secondary auditory cortex, ventral area, layer 6b",AuV-6b,598,/997/8/567/688/695/315/247/1018/598/,1018
Secondary motor cortex,M2,993,/997/8/567/688/695/315/500/993/,500
"Secondary motor cortex, layer 1",M2-1,656,/997/8/567/688/695/315/500/993/656/,993
"Secondary motor cortex, layer 2/3",M2-2/3,962,/997/8/567/688/695/315/500/993/962/,993
"Secondary motor cortex, layer 5",M2-5,767,/997/8/567/688/695/315/500/993/767/,993
"Secondary motor cortex, layer 6a",M2-6a,1021,/997/8/567/688/695/315/500/993/1021/,993
"Secondary motor cortex, layer 6b",M2-6b,1085,/997/8/567/688/695/315/500/993/1085/,993
Secondary somatosensory cortex,S2,378,/997/8/567/688/695/315/453/378/,453
"Secondary somatosensory cortex, layer 1",S2-1,873,/997/8/567/688/695/315/453/378/873/,378
"Secondary somatosensory cortex, layer 2/3",S2-2/3,806,/997/8/567/688/695/315/453/378/806/,378
"Secondary somatosensory cortex, layer 4",S2-4,1035,/997/8/567/688/695/315/453/378/1035/,378
"Secondary somatosensory cortex, layer 5",S2-5,1090,/997/8/567/688/695/315/453/378/1090/,378
"Secondary somatosensory cortex, layer 6a",S2-6a,862,/997/8/567/688/695/315/453/378/862/,378
"Secondary somatosensory cortex, layer 6b",S2-6b,893,/997/8/567/688/695/315/453/378/893/,378
"Secondary visual cortex, lateral area",V2L,2170,/997/8/567/688/695/315/669/2170/,669
"Secondary visual cortex, lateral area, anterior region",V2La,402,/997/8/567/688/695/315/669/2170/402/,2170
"Secondary visual cortex, lateral area, anterior region, layer1",V2La-1,1074,/997/8/567/688/695/315/669/2170/402/1074/,402
"Secondary visual cortex, lateral area, anterior region, layer2/3",V2La-2/3,905,/997/8/567/688/695/315/669/2170/402/905/,402
"Secondary visual cortex, lateral area, anterior region, layer4",V2La-4,1114,/997/8/567/688/695/315/669/2170/402/1114/,402
"Secondary visual cortex, lateral area, anterior region, layer5",V2La-5,233,/997/8/567/688/695/315/669/2170/402/233/,402
"Secondary visual cortex, lateral area, anterior region, layer6a",V2La-6a,601,/997/8/567/688/695/315/669/2170/402/601/,402
"Secondary visual cortex, lateral area, anterior region, layer6b",V2La-6b,649,/997/8/567/688/695/315/669/2170/402/649/,402
"Secondary visual cortex, lateral area, intermediate region",V2Li,409,/997/8/567/688/695/315/669/2170/409/,2170
"Secondary visual cortex, lateral area, intermediate region, layer1",V2Li-1,421,/997/8/567/688/695/315/669/2170/409/421/,409
"Secondary visual cortex, lateral area, intermediate region, layer2/3",V2Li-2/3,973,/997/8/567/688/695/315/669/2170/409/973/,409
"Secondary visual cortex, lateral area, intermediate region, layer4",V2Li-4,573,/997/8/567/688/695/315/669/2170/409/573/,409
"Secondary visual cortex, lateral area, intermediate region, layer5",V2Li-5,613,/997/8/567/688/695/315/669/2170/409/613/,409
"Secondary visual cortex, lateral area, intermediate region, layer6a",V2Li-6a,74,/997/8/567/688/695/315/669/2170/409/74/,409
"Secondary visual cortex, lateral area, intermediate region, layer6b",V2Li-6b,121,/997/8/567/688/695/315/669/2170/409/121/,409
"Secondary visual cortex, lateral area, posterior region",V2Lp,425,/997/8/567/688/695/315/669/2170/425/,2170
"Secondary visual cortex, lateral area, posterior region, layer1",V2Lp-1,750,/997/8/567/688/695/315/669/2170/425/750/,425
"Secondary visual cortex, lateral area, posterior region, layer15",V2Lp-5,902,/997/8/567/688/695/315/669/2170/425/902/,425
"Secondary visual cortex, lateral area, posterior region, layer2/3",V2Lp-2/3,269,/997/8/567/688/695/315/669/2170/425/269/,425
"Secondary visual cortex, lateral area, posterior region, layer4",V2Lp-4,869,/997/8/567/688/695/315/669/2170/425/869/,425
"Secondary visual cortex, lateral area, posterior region, layer6a",V2Lp-6a,377,/997/8/567/688/695/315/669/2170/425/377/,425
"Secondary visual cortex, lateral area, posterior region, layer6b",V2Lp-6b,393,/997/8/567/688/695/315/669/2170/425/393/,425
"Secondary visual cortex, mediolateral area",V2ML,2097,/997/8/567/688/695/315/669/2096/2097/,2096
"Secondary visual cortex, mediolateral area, layer1",V2ML-1,2393,/997/8/567/688/695/315/669/2096/2097/2393/,2097
"Secondary visual cortex, mediolateral area, layer2/3",V2ML-2/3,2409,/997/8/567/688/695/315/669/2096/2097/2409/,2097
"Secondary visual cortex, mediolateral area, layer4",V2ML-4,2410,/997/8/567/688/695/315/669/2096/2097/2410/,2097
"Secondary visual cortex, mediolateral area, layer5",V2ML-5,2411,/997/8/567/688/695/315/669/2096/2097/2411/,2097
"Secondary visual cortex, mediolateral area, layer6a",V2ML-6a,2412,/997/8/567/688/695/315/669/2096/2097/2412/,2097
"Secondary visual cortex, mediolateral area, layer6b",V2ML-6b,2413,/997/8/567/688/695/315/669/2096/2097/2413/,2097
"Secondary visual cortex, mediomedial area, anterior region",V2MMa,394,/997/8/567/688/695/315/669/2096/394/,2096
"Secondary visual cortex, mediomedial area, anterior region, layer1",V2MMa-1,281,/997/8/567/688/695/315/669/2096/394/281/,394
"Secondary visual cortex, mediomedial area, anterior region, layer2/3",V2MMa-2/3,1066,/997/8/567/688/695/315/669/2096/394/1066/,394
"Secondary visual cortex, mediomedial area, anterior region, layer4",V2MMa-4,401,/997/8/567/688/695/315/669/2096/394/401/,394
"Secondary visual cortex, mediomedial area, anterior region, layer5",V2MMa-5,433,/997/8/567/688/695/315/669/2096/394/433/,394
"Secondary visual cortex, mediomedial area, anterior region, layer6a",V2MMa-6a,1046,/997/8/567/688/695/315/669/2096/394/1046/,394
"Secondary visual cortex, mediomedial area, anterior region, layer6b",V2MMa-6b,441,/997/8/567/688/695/315/669/2096/394/441/,394
"Secondary visual cortex, mediomedial area, posterior region",V2MMp,533,/997/8/567/688/695/315/669/2096/533/,2096
"Secondary visual cortex, mediomedial area, posterior region, layer1",V2MMp-1,805,/997/8/567/688/695/315/669/2096/533/805/,533
"Secondary visual cortex, mediomedial area, posterior region, layer2/3",V2MMp-2/3,41,/997/8/567/688/695/315/669/2096/533/41/,533
"Secondary visual cortex, mediomedial area, posterior region, layer4",V2MMp-4,501,/997/8/567/688/695/315/669/2096/533/501/,533
"Secondary visual cortex, mediomedial area, posterior region, layer5",V2MMp-5,565,/997/8/567/688/695/315/669/2096/533/565/,533
"Secondary visual cortex, mediomedial area, posterior region, layer6a",V2MMp-6a,257,/997/8/567/688/695/315/669/2096/533/257/,533
"Secondary visual cortex, mediomedial area, posterior region, layer6b",V2MMp-6b,469,/997/8/567/688/695/315/669/2096/533/469/,533
Septofimbrial nucleus,SFi ,310,/997/8/567/623/477/275/310/,275
Septohippocampal nucleus,SHi ,333,/997/8/567/623/477/275/333/,275
Septohypothalamic nucleus,SHy ,2009,/997/8/567/623/477/275/2009/,275
Simple lobule,Sim,1007,/997/8/512/528/1073/1007/,1073
"Simple lobule, granular layer",Sim-gr,10672,/997/8/512/528/1073/1007/10672/,1007
"Simple lobule, molecular layer",Sim-mo,10674,/997/8/512/528/1073/1007/10674/,1007
Solitary nucleus,Sol,651,/997/8/343/1065/354/386/651/,386
"Solitary nucleus, central part",SolCe,659,/997/8/343/1065/354/386/651/659/,651
"Solitary nucleus, commissural part",SolC,666,/997/8/343/1065/354/386/651/666/,651
"Solitary nucleus, dorsolateral part",SolDL,2271,/997/8/343/1065/354/386/651/2271/,651
"Solitary nucleus, dorsomedial part",SolDM,2264,/997/8/343/1065/354/386/651/2264/,651
"Solitary nucleus, gelatinous part",SolG,674,/997/8/343/1065/354/386/651/674/,651
"Solitary nucleus, intermediate part",SolIM,2250,/997/8/343/1065/354/386/651/2250/,651
"Solitary nucleus, interstitial part",SolI,2265,/997/8/343/1065/354/386/651/2265/,651
"Solitary nucleus, lateral part",SolL,682,/997/8/343/1065/354/386/651/682/,651
"Solitary nucleus, medial part",SolM,691,/997/8/343/1065/354/386/651/691/,651
"Solitary nucleus, ventral part",SolV,2263,/997/8/343/1065/354/386/651/2263/,651
"Solitary nucleus, ventrolateral part",SolVL,2273,/997/8/343/1065/354/386/651/2273/,651
"Soltary nucleus, rostrolateral part",SolRL,2470,/997/8/343/1065/354/386/651/2470/,651
Somatosensory cortex,S,453,/997/8/567/688/695/315/453/,315
Sphenoid nucleus,Sph,2220,/997/8/343/1065/771/987/2220/,987
"Spinal trigeminal nucleus, caudal part",Sp5C,429,/997/8/343/1065/354/386/429/,386
"Spinal trigeminal nucleus, interpolar part",Sp5I,437,/997/8/343/1065/354/386/437/,386
"Spinal trigeminal nucleus, oral part",Sp5O,445,/997/8/343/1065/354/386/445/,386
Spinal vestibular nucleus,SpVe,225,/997/8/343/1065/354/370/701/225/,701
Strial part of the preoptic area,StA,2016,/997/8/343/1129/1097/141/523/2016/,523
Striatum,STR,477,/997/8/567/623/477/,623
Striatum dorsal region,STRd,485,/997/8/567/623/477/485/,477
Striatum ventral region,STRv,493,/997/8/567/623/477/493/,477
Striatum-like amygdalar nuclei,sAMY,278,/997/8/567/623/477/278/,477
Striohypothalamic nucleus,StHy,2023,/997/8/343/1129/1097/141/523/2023/,523
Subbrachial nucleus,SubB,2158,/997/8/343/1129/549/864/2158/,864
"Subcoeruleus nucleus, alpha part",SubCA,2198,/997/8/343/1065/354/370/2198/,370
"Subcoeruleus nucleus, dorsal part",SubCD,2199,/997/8/343/1065/354/370/2199/,370
"Subcoeruleus nucleus, ventral part",SubCV,2200,/997/8/343/1065/354/370/2200/,370
Subcommissural organ ,SCO,2108,/997/8/343/313/339/2108/,339
Subfornical organ,SFO,338,/997/8/343/1129/1097/141/338/,141
Subgeniculate nucleus of the prethalamus,SubG,321,/997/8/343/1129/549/856/1014/321/,1014
Subiculum,SUB,502,/997/8/567/688/695/1089/822/502/,822
"Subiculum, transition area",STr,2440,/997/8/567/688/695/1089/822/502/2440/,502
"Subiculum, transition area, molecular layer",STr-m,2441,/997/8/567/688/695/1089/822/502/2440/2441/,2440
"Subiculum, transition area, pyramidal layer",STr-sp,2442,/997/8/567/688/695/1089/822/502/2440/2442/,2440
"Subiculum, transition area, stratum radiatum",STr-sr,2443,/997/8/567/688/695/1089/822/502/2440/2443/,2440
Subincertal nucleus,SubI,2063,/997/8/343/1129/1097/290/2063/,290
Submammillothalamic nucleus,SMT,2102,/997/8/343/1129/1097/467/2474/946/2102/,946
Submedius thalamic nucleus,Sub,366,/997/8/343/1129/549/856/444/366/,444
"Submedius thalamic nucleus, dorsal part",SubD,2377,/997/8/343/1129/549/856/444/366/2377/,366
"Submedius thalamic nucleus, ventral part",SubV,2378,/997/8/343/1129/549/856/444/366/2378/,366
Subparafascicular thalamic nucleus,SPF,406,/997/8/343/1129/549/864/406/,864
"Subparafascicular thalamic nucleus, parvicellular part",SPFPC,422,/997/8/343/1129/549/864/406/422/,406
Subparaventricular zone of the hypothalamus,SPa ,347,/997/8/343/1129/1097/141/347/,141
Subpeduncular tegmental nucleus,SPTg,2183,/997/8/343/313/348/1052/2183/,1052
Substantia innominata,SI,342,/997/8/567/623/803/342/,803
"Substantia innominata, basal part",SIB,2371,/997/8/567/623/803/342/2371/,342
"Substantia nigra, compact part",SNC,374,/997/8/343/313/348/374/,348
"Substantia nigra, compact part, dorsal tier",SNCD,2134,/997/8/343/313/348/374/2134/,374
"Substantia nigra, compact part, medial tier",SNCM,2135,/997/8/343/313/348/374/2135/,374
"Substantia nigra, lateral part",SNL,615,/997/8/343/313/323/615/,323
"Substantia nigra, reticular part",SNR,381,/997/8/343/313/323/381/,323
Subthalamic nucleus,STh,470,/997/8/343/1129/1097/290/470/,290
Superficial gray layer of the superior colliculus,SuG,842,/997/8/343/313/339/2476/302/842/,302
Superior colliculus,SC,2476,/997/8/343/313/339/2476/,339
"Superior colliculus, motor related",SCm,294,/997/8/343/313/339/2476/294/,2476
"Superior colliculus, sensory related",SCs,302,/997/8/343/313/339/2476/302/,2476
Superior olivary complex,SOC,398,/997/8/343/1065/771/1132/398/,1132
"Superior olivary complex, periolivary nucleus",POR,122,/997/8/343/1065/771/1132/398/122/,398
Superior paraolivary nucleus,SPO,2456,/997/8/343/1065/771/1132/398/2456/,398
Superior salivatory nucleus,SuS,462,/997/8/343/1065/771/987/462/,987
Superior vestibular nucleus,SuVe,217,/997/8/343/1065/354/370/701/217/,701
Suprachiasmatic nucleus,SCh,286,/997/8/343/1129/1097/141/286/,141
"Suprachiasmatic nucleus, dorsolateral part",SChDL,2030,/997/8/343/1129/1097/141/286/2030/,286
"Suprachiasmatic nucleus, ventromedial part",SChVM,2031,/997/8/343/1129/1097/141/286/2031/,286
Suprageniculate thalamic nucleus,SG,325,/997/8/343/1129/549/856/138/325/,138
Supragenual nucleus,SGe,318,/997/8/343/1065/771/987/318/,987
Supraoculomotor cap,Su3C,2152,/997/8/343/313/323/2152/,323
Supraoculomotor periaqueductal gray,Su3,2156,/997/8/343/313/323/2156/,323
Supraoptic nucleus,SO,390,/997/8/343/1129/1097/157/390/,157
"Supraoptic nucleus, retrochiasmatic part",SOR,2051,/997/8/343/1129/1097/157/390/2051/,390
Supratrigeminal nucleus,Su5,534,/997/8/343/1065/771/987/534/,987
Taenia tecta,TT,589,/997/8/567/688/695/698/589/,698
Temporal association cortex,TeA ,541,/997/8/567/688/695/315/541/,315
"Temporal association cortex, layer1",TeA-1,97,/997/8/567/688/695/315/541/97/,541
"Temporal association cortex, layer2/3",TeA-2/3,1127,/997/8/567/688/695/315/541/1127/,541
"Temporal association cortex, layer4",TeA-4,234,/997/8/567/688/695/315/541/234/,541
"Temporal association cortex, layer5",TeA-5,289,/997/8/567/688/695/315/541/289/,541
"Temporal association cortex, layer6a",TeA-6a,729,/997/8/567/688/695/315/541/729/,541
"Temporal association cortex, layer6b",TeA-6b,786,/997/8/567/688/695/315/541/786/,541
Terete hypothalamic nucleus,Te,2080,/997/8/343/1129/1097/290/614/2080/,614
Thalamus,TH,549,/997/8/343/1129/549/,1129
"Thalamus, polymodal association cortex related",DORpm,856,/997/8/343/1129/549/856/,549
"Thalamus, sensory-motor cortex related",DORsm,864,/997/8/343/1129/549/864/,549
"Triangular nucleus, lateral lemniscus",TrLL,2184,/997/8/343/1065/771/1132/612/2184/,612
Triangular septal nucleus,TS,581,/997/8/567/623/803/826/581/,826
Trigeminal transition zone,5Tr,2211,/997/8/343/1065/354/370/2211/,370
Trigeminal-solitary transition zone,5Sol,2249,/997/8/343/1065/354/386/2249/,386
Trochlear nucleus,4N,115,/997/8/343/313/323/115/,323
Trochlear nucleus shell region,4Sh,2180,/997/8/343/313/323/115/2180/,115
Tuberomammillary nucleus,TM,557,/997/8/343/1129/1097/467/331/557/,331
Vagus nerve nucleus,10N,839,/997/8/343/1065/354/370/839/,370
Vascular organ of the lamina terminalis,VOLT,763,/997/8/343/1129/1097/141/763/,141
Ventral anterior thalamic nucleus,VA,2316,/997/8/343/1129/549/864/637/2316/,637
Ventral claustrum,VCl,2003,/997/8/567/688/703/583/2003/,583
Ventral cochlear nucleus,VC,101,/997/8/343/1065/354/386/607/101/,607
"Ventral cochlear nucleus, anterior part",VCA,2238,/997/8/343/1065/354/386/607/101/2238/,101
"Ventral cochlear nucleus, posterior part",VCP,2237,/997/8/343/1065/354/386/607/101/2237/,101
"Ventral cochlear nucleus, posterior part, octopus cell area",VCPO,2243,/997/8/343/1065/354/386/607/101/2243/,101
Ventral endopiriform nucleus,VEn,966,/997/8/567/688/703/942/966/,942
Ventral group thalamic nucleus,VENT,637,/997/8/343/1129/549/864/637/,864
Ventral intermediate entorhinal cortex,VIEnt,934,/997/8/567/688/695/1089/822/909/934/,909
"Ventral intermediate entorhinal cortex, layer 1",VIEnt1,259,/997/8/567/688/695/1089/822/909/934/259/,934
"Ventral intermediate entorhinal cortex, layer 2",VIEnt2,324,/997/8/567/688/695/1089/822/909/934/324/,934
"Ventral intermediate entorhinal cortex, layer 3",VIEnt3,371,/997/8/567/688/695/1089/822/909/934/371/,934
"Ventral intermediate entorhinal cortex, layer 5/6",VIEnt5/6,1133,/997/8/567/688/695/1089/822/909/934/1133/,934
Ventral linear nucleus of the thalamus,VLi,2111,/997/8/343/1129/1097/290/2111/,290
Ventral nucleus of the lateral lemniscus,VLL,99,/997/8/343/1065/771/1132/612/99/,612
Ventral orbital cortex,VO,738,/997/8/567/688/695/315/714/738/,714
Ventral pallidum,VP,835,/997/8/567/623/803/835/,803
"Ventral posterior nucleus of the thalamus, parvicellular",VPPC,2361,/997/8/343/1129/549/864/637/709/2361/,709
Ventral posterior thalamic nucleus,Vpth,709,/997/8/343/1129/549/864/637/709/,637
Ventral posterolateral thalamic nucleus,VPL,718,/997/8/343/1129/549/864/637/709/718/,709
"Ventral posteromedial nucleus of the thalamus, dorsal part",VPMd,2362,/997/8/343/1129/549/864/637/709/733/2362/,733
"Ventral posteromedial nucleus of the thalamus, ventral part",VPMv,2363,/997/8/343/1129/549/864/637/709/733/2363/,733
Ventral posteromedial thalamic nucleus,VPM,733,/997/8/343/1129/549/864/637/709/733/,709
Ventral reuniens thalamic nucleus,VRe ,2037,/997/8/343/1129/549/856/571/181/2037/,181
Ventral subiculum,VS,518,/997/8/567/688/695/1089/822/502/518/,502
"Ventral subiculum, molecular layer",VS-m,853,/997/8/567/688/695/1089/822/502/518/853/,518
"Ventral subiculum, pyramidal layer",VS-sp,870,/997/8/567/688/695/1089/822/502/518/870/,518
"Ventral subiculum, stratum radiatum",VS-sr,861,/997/8/567/688/695/1089/822/502/518/861/,518
Ventral tegmental area,VTA,749,/997/8/343/313/323/749/,323
"Ventral tegmental area, rostral part",VTAR,2427,/997/8/343/313/323/749/2427/,749
Ventral tegmental nucleus,VTg,757,/997/8/343/313/323/757/,323
Ventral tenia tecta,VTT,605,/997/8/567/688/695/698/589/605/,589
"Ventral tenia tecta, layer 1",VTT1,1067,/997/8/567/688/695/698/589/1067/,589
"Ventral tenia tecta, layer 2",VTT2,1075,/997/8/567/688/695/698/589/1075/,589
"Ventral tenia tecta, layer 3",VTT3,1082,/997/8/567/688/695/698/589/1082/,589
Ventral tuberomammillary nucleus,VTM,1,/997/8/343/1129/1097/467/331/557/1/,557
Ventrolateral hypothalamic nucleus ,VLH,2033,/997/8/343/1129/1097/290/194/2033/,194
Ventrolateral periaqueductal gray,VLPAG,2162,/997/8/343/313/323/795/2162/,795
Ventrolateral preoptic nucleus,VLPO,689,/997/8/343/1129/1097/141/689/,141
Ventrolateral thalamic nucleus,VL,629,/997/8/343/1129/549/864/637/629/,637
Ventromedial hypothalamic nucleus,VMH,693,/997/8/343/1129/1097/467/693/,467
"Ventromedial hypothalamic nucleus, central part",VMHC,769,/997/8/343/1129/1097/467/693/769/,693
"Ventromedial hypothalamic nucleus, dorsomedial part",VMHDM,777,/997/8/343/1129/1097/467/693/777/,693
"Ventromedial hypothalamic nucleus, shell region",VMHSh,2044,/997/8/343/1129/1097/467/693/2044/,693
"Ventromedial hypothalamic nucleus, ventrolateral part",VMHVL,785,/997/8/343/1129/1097/467/693/785/,693
Ventromedial thalamic nucleus,VM,685,/997/8/343/1129/549/864/637/685/,637
Ventromedidal preoptic nucleus,VMPO,2011,/997/8/343/1129/1097/141/2011/,141
Vermal regions,VERM,645,/997/8/512/528/645/,528
Vestibulocerebellar nucleus,VeCb,701,/997/8/343/1065/354/370/701/,370
Visual cortex,V,669,/997/8/567/688/695/315/669/,315
Xiphoid thalamic nucleus,Xi,2038,/997/8/343/1129/549/856/571/15/2038/,15
Zona incerta,ZI,797,/997/8/343/1129/1097/290/797/,290
"Zona incerta, caudal part",ZIC,2125,/997/8/343/1129/1097/290/797/2125/,797
"Zona incerta, dosal part",ZID,2053,/997/8/343/1129/1097/290/797/2053/,797
"Zona incerta, rostral part",ZIR,2043,/997/8/343/1129/1097/290/797/2043/,797
"Zona incerta, ventral part",ZIV,2054,/997/8/343/1129/1097/290/797/2054/,797
Zona limitans,ZL,2008,/997/8/567/623/477/275/242/2008/,242
Zonal layer of superior colliculus,Zo,834,/997/8/343/313/339/2476/302/834/,302
alveus of the hippocampus,alv,466,/997/1009/991/768/1099/466/,1099
"anterior commissure, anterior part",aca,900,/997/1009/967/840/900/,840
"anterior commissure, intrabulbar part",aci,2317,/997/1009/967/840/2317/,840
"anterior commissure, posterior limb",acp,908,/997/1009/991/768/908/,768
aqueduct,Aq,140,/997/73/140/,73
ascending fibers of the facial nerve,asc7,1131,/997/1009/967/798/1131/,798
basilar artery,bas,2155,/997/2155/,997
brachium of the inferior colliculus,bic,482,/997/1009/967/933/948/482/,948
brachium of the superior colliculus,bsc,916,/997/1009/967/848/916/,848
central canal,CC,164,/997/73/164/,73
cerebellar commissure,cbc,744,/997/1009/960/744/,960
cerebellar peduncles,cbp,752,/997/1009/960/752/,960
cerebellar white matter,cbw,2275,/997/1009/967/2275/,967
cerebellum related fiber tracts,cbf,960,/997/1009/960/,1009
cerebral nuclei related,epsc,760,/997/1009/1000/760/,1000
cerebral peduncle,cp,924,/997/1009/983/784/924/,784
cerebrum related,mfbc,768,/997/1009/991/768/,991
cervicothalamic tract,cett,932,/997/1009/967/792/932/,792
cingulum,cg,940,/997/1009/991/768/940/,768
cochlear nerve,8cn,948,/997/1009/967/933/948/,933
commissural stria terminalis,comst,2394,/997/1009/991/768/301/2394/,301
commissure of the superior colliculus,csc,336,/997/1009/967/848/336/,848
corpus callosum,cc,776,/997/1009/983/776/,983
cortical amygdaloid nucleus,CO,631,/997/8/567/688/695/698/631/,698
corticospinal tract,cst,784,/997/1009/983/784/,983
cranial nerves,cm,967,/997/1009/967/,1009
decussation of the superior cerebellar peduncle,xscp,812,/997/1009/960/752/326/812/,326
dorsal acoustic stria,das,506,/997/1009/967/933/948/506/,948
dorsal fornix,df,530,/997/1009/991/768/1099/530/,1099
dorsal hippocampal commissure,dhc,443,/997/1009/991/768/1099/618/443/,618
dorsal lateral olfactory tract,dlo,2279,/997/1009/967/840/21/2279/,21
dorsal roots,drt,792,/997/1009/967/792/,967
dorsal tegmental decussation,dtgx,1060,/997/1009/1000/877/1060/,877
dorsal third ventricle,D3V,2373,/997/73/129/2373/,129
ependymal and subendymal layer/olfacotry ventricle,E/OV,98,/997/73/81/98/,81
epithalamus related,mfbse,1083,/997/1009/991/824/1083/,824
external capsule,ec,579,/997/1009/983/776/956/579/,956
extrapyramidal fiber systems,eps,1000,/997/1009/1000/,1009
facial nerve,7n,798,/997/1009/967/798/,967
fasciculus retroflexus,fr,595,/997/1009/991/824/1083/595/,1083
fiber tracts,fiber_tracts,1009,/997/1009/,997
fimbria of the hippocampus,fi,603,/997/1009/991/768/1099/603/,1099
forceps major of the corpus callosum,fmj,971,/997/1009/983/776/971/,776
forceps minor of the corpus callosum,fmi,956,/997/1009/983/776/956/,776
fornix,f,436,/997/1009/991/768/1099/737/436/,737
fornix system,fxs,1099,/997/1009/991/768/1099/,768
genu of the corpus callosum,gcc,1108,/997/1009/983/776/1108/,776
genu of the facial nerve,g7,1116,/997/1009/967/798/1116/,798
grooves,grv,1024,/997/1024/,997
habenular commissure,hbc,611,/997/1009/991/824/1083/611/,1083
hippocampal commissures,hc,618,/997/1009/991/768/1099/618/,1099
hypothalamus related,mfsbshy,824,/997/1009/991/824/,991
inferior cerebellar peduncle,icp,1123,/997/1009/960/752/1123/,752
internal capsule,ic,6,/997/1009/983/784/6/,784
interstitial nucleus of the vestibular part of the 8th nerve,I8,2461,/997/1009/967/933/2461/,933
lateral forebrain bundle system,lfbs,983,/997/1009/983/,1009
lateral lemniscus,ll,658,/997/1009/967/933/948/658/,948
lateral olfactory tract,lo,665,/997/1009/967/840/21/665/,21
"lateral olfactory tract, general",lotg,21,/997/1009/967/840/21/,840
lateral recess of the 4th ventricle,LR4V,153,/997/73/145/153/,145
lateral ventricle,LV,81,/997/73/81/,73
longitudinal fasciculus of the pons,lfp,2169,/997/1009/983/784/2169/,784
mammillary peduncle,mp,673,/997/1009/991/824/46/673/,46
mammillary related,mfbsma,46,/997/1009/991/824/46/,824
mammillotegmental tract,mtg,681,/997/1009/991/824/46/681/,46
mammilothalmic tract,mt,690,/997/1009/991/824/46/690/,46
medial forebrain bundle system,mfbs,991,/997/1009/991/,1009
medial lemniscus,ml,697,/997/1009/967/792/932/697/,932
medial longitudinal fasciculus,mlf,62,/997/1009/967/832/62/,832
mesencephalic trigeminal tract,me5,705,/997/1009/967/901/229/705/,229
middle cerebellar peduncle,mcpb,78,/997/1009/960/752/78/,752
middle cerebellar peduncle,mcp,728,/997/1009/960/728/,960
motor cortex,M,500,/997/8/567/688/695/315/500/,315
motor root of the trigeminal nerve,m5,93,/997/1009/967/901/93/,901
nigrostriatal bundle,ns,102,/997/1009/1000/760/102/,760
oculomotor nerve,3n,832,/997/1009/967/832/,967
olfactory nerve,ON,840,/997/1009/967/840/,967
olfactory nerve layer,ONL,1016,/997/1009/967/840/1016/,840
olivocochlear bundle,ocb,2222,/997/1009/967/2222/,967
optic chiasm,och,117,/997/1009/967/848/117/,848
optic nerve,2n,848,/997/1009/967/848/,967
optic tract,opt,125,/997/1009/967/848/125/,848
parietal association cortex,PtA,22,/997/8/567/688/695/315/22/,315
"parietal cortex, posterior area, dorsal part",PtPD,2082,/997/8/567/688/695/315/22/2082/,22
postcommissural fornix,fxpo,737,/997/1009/991/768/1099/737/,1099
posterior commissure,pc,158,/997/1009/967/832/158/,832
principal mammillary tract,pm,753,/997/1009/991/824/46/753/,46
prosomere 1 periaqueductal gray,p1PAG,2114,/997/8/343/313/323/795/2114/,795
prosomere 1 reticular formation,p1Rt,2131,/997/8/343/313/323/2131/,323
pyramidal decussation,pyx,198,/997/1009/983/784/198/,784
pyramidal tract,py,190,/997/1009/983/784/190/,784
raphÈ interpositus nucleus,RIP,2212,/997/8/343/1065/354/379/206/2212/,206
raphÈ magnus nucleus,RMg,206,/997/8/343/1065/354/379/206/,379
raphÈ obscurus nucleus,ROb,222,/997/8/343/1065/354/379/222/,379
raphÈ pallidus nucleus,RPa,230,/997/8/343/1065/354/379/230/,379
retromammillary decussation,rmx,341,/997/1009/991/824/341/,824
root,root,997,/997/,
rubrospinal tract,rs,863,/997/1009/1000/863/,1000
